district,month,ipc_trials,ipc_convictions,ipc_acquitted,sll_trials,sll_convictions,sll_acquitted,nonmv_trials,nonmv_convictions,nonmv_acquitted,mv_trials,mv_convictions,mv_acquitted,speedy_trial_cases,judgement_date,punishment
Koraput,2025-04,11,2,9,19,10,9,0,0,0,65,48,11,2,2025-04-16,3 years Rigorous Imprisonment
Sambalpur,2025-04,34,14,18,39,15,16,0,0,0,171,122,10,3,2025-04-17,Fine of Rs. 5000
Puri,2025-04,24,7,17,30,12,7,0,0,0,125,115,10,3,2025-04-12,1 year Probation
Balasore,2025-04,24,10,12,42,15,15,0,0,0,136,102,18,3,2025-04-22,Fine of Rs. 5000
Rourkela,2025-04,34,7,22,60,29,15,0,0,0,227,189,8,5,2025-04-17,2 years RI + Rs. 5000 fine
Mayurbhanj,2025-04,9,1,5,22,11,6,0,0,0,67,56,8,0,2025-04-13,"5 years RI + Rs. 10,000 fine"
Cuttack,2025-04,52,17,31,81,38,25,0,0,0,280,236,28,7,2025-04-23,3 years Rigorous Imprisonment
Kalahandi,2025-04,7,2,5,20,9,11,0,0,0,60,46,6,1,2025-04-12,Acquitted
Bhubaneswar,2025-05,51,12,32,98,56,30,0,0,0,315,239,40,8,2025-05-13,Fine of Rs. 5000
Ganjam,2025-05,35,14,18,56,24,32,0,0,0,138,105,17,2,2025-05-26,3 years Rigorous Imprisonment
Koraput,2025-05,22,6,14,16,5,4,0,0,0,77,71,6,0,2025-05-02,Acquitted
Sambalpur,2025-05,25,6,19,50,23,14,0,0,0,149,121,12,4,2025-05-14,Acquitted
Puri,2025-05,35,10,15,33,11,16,0,0,0,119,93,5,0,2025-05-13,"5 years RI + Rs. 10,000 fine"
Balasore,2025-05,29,3,13,49,17,20,0,0,0,140,104,27,6,2025-05-05,1 year Probation
Rourkela,2025-05,46,14,21,67,35,29,0,0,0,222,189,8,1,2025-05-06,6 months RI
Mayurbhanj,2025-05,11,4,7,17,4,5,0,0,0,63,36,8,0,2025-05-06,Acquitted
Cuttack,2025-05,56,10,33,75,23,29,0,0,0,290,245,19,3,2025-05-04,6 months RI
Kalahandi,2025-05,9,3,6,16,5,7,0,0,0,62,44,10,1,2025-05-13,1 year Probation
Bhubaneswar,2025-06,58,19,25,104,51,28,0,0,0,300,220,43,4,2025-06-27,3 years Rigorous Imprisonment
Ganjam,2025-06,32,6,10,57,21,26,0,0,0,173,126,27,2,2025-06-18,1 year Probation
Koraput,2025-06,8,2,5,20,9,5,0,0,0,84,60,2,2,2025-06-26,6 months RI
Sambalpur,2025-06,35,10,12,49,18,21,0,0,0,150,126,12,0,2025-06-21,Fine of Rs. 5000
Puri,2025-06,18,4,10,27,13,8,0,0,0,105,83,10,5,2025-06-01,"5 years RI + Rs. 10,000 fine"
Balasore,2025-06,28,4,18,49,20,17,0,0,0,143,110,20,2,2025-06-17,3 years Rigorous Imprisonment
Rourkela,2025-06,63,21,36,74,41,24,0,0,0,235,209,26,6,2025-06-28,Fine of Rs. 5000
Mayurbhanj,2025-06,16,3,10,22,8,10,0,0,0,64,49,5,2,2025-06-13,3 years Rigorous Imprisonment
Cuttack,2025-06,49,11,25,99,55,30,0,0,0,269,203,19,6,2025-06-10,2 years RI + Rs. 5000 fine
Kalahandi,2025-06,6,2,3,18,7,6,0,0,0,46,41,5,1,2025-06-15,2 years RI + Rs. 5000 fine
Bhubaneswar,2025-07,61,19,39,86,38,24,0,0,0,293,211,45,8,2025-07-19,2 years RI + Rs. 5000 fine
Ganjam,2025-07,38,16,21,60,22,23,0,0,0,165,123,28,4,2025-07-24,Acquitted
Koraput,2025-07,20,2,9,24,9,6,0,0,0,86,67,11,2,2025-07-11,1 year Probation
Sambalpur,2025-07,33,10,18,50,27,13,0,0,0,152,117,22,3,2025-07-05,"5 years RI + Rs. 10,000 fine"
Puri,2025-07,22,8,11,31,13,12,0,0,0,112,97,15,3,2025-07-28,Fine of Rs. 5000
Balasore,2025-07,31,8,15,34,19,11,0,0,0,127,108,4,2,2025-07-21,Fine of Rs. 5000
Rourkela,2025-07,36,8,14,70,24,30,0,0,0,207,167,36,1,2025-07-24,Acquitted
Mayurbhanj,2025-07,6,0,2,23,8,11,0,0,0,88,57,9,1,2025-07-04,1 year Probation
Cuttack,2025-07,44,12,14,80,30,43,0,0,0,281,203,50,7,2025-07-17,1 year Probation
Kalahandi,2025-07,11,2,4,15,5,8,0,0,0,63,57,6,1,2025-07-04,1 year Probation
Bhubaneswar,2025-08,61,10,39,85,42,33,0,0,0,300,227,45,7,2025-08-24,Fine of Rs. 5000
Ganjam,2025-08,36,6,21,57,32,24,0,0,0,206,155,17,4,2025-08-27,3 years Rigorous Imprisonment
Koraput,2025-08,13,1,4,26,13,11,0,0,0,80,61,3,2,2025-08-08,"5 years RI + Rs. 10,000 fine"
Sambalpur,2025-08,34,5,20,38,18,9,0,0,0,143,121,6,2,2025-08-08,2 years RI + Rs. 5000 fine
Puri,2025-08,18,5,13,29,10,13,0,0,0,131,98,18,3,2025-08-20,6 months RI
Balasore,2025-08,29,9,13,45,11,18,0,0,0,162,135,27,3,2025-08-17,1 year Probation
Rourkela,2025-08,42,12,23,55,24,26,0,0,0,230,152,37,1,2025-08-25,Acquitted
Mayurbhanj,2025-08,9,2,5,18,4,3,0,0,0,75,59,2,0,2025-08-17,Fine of Rs. 5000
Cuttack,2025-08,54,11,43,90,45,21,0,0,0,285,181,35,5,2025-08-17,"5 years RI + Rs. 10,000 fine"
Kalahandi,2025-08,13,2,10,16,9,7,0,0,0,63,41,8,1,2025-08-05,3 years Rigorous Imprisonment
Bhubaneswar,2025-09,67,26,27,76,41,21,0,0,0,292,223,31,4,2025-09-21,Acquitted
Ganjam,2025-09,29,10,12,47,16,22,0,0,0,180,150,22,2,2025-09-22,"5 years RI + Rs. 10,000 fine"
Koraput,2025-09,26,5,13,27,12,13,0,0,0,80,62,7,0,2025-09-03,3 years Rigorous Imprisonment
Sambalpur,2025-09,33,4,12,51,19,18,0,0,0,145,120,24,3,2025-09-16,Fine of Rs. 5000
Puri,2025-09,24,6,10,39,16,10,0,0,0,128,95,24,3,2025-09-09,2 years RI + Rs. 5000 fine
Balasore,2025-09,25,4,14,46,20,18,0,0,0,128,108,18,1,2025-09-08,Acquitted
Rourkela,2025-09,44,19,25,67,31,23,0,0,0,227,201,11,4,2025-09-22,Acquitted
Mayurbhanj,2025-09,15,3,5,24,6,8,0,0,0,70,43,8,2,2025-09-20,6 months RI
Cuttack,2025-09,52,13,18,83,41,27,0,0,0,265,244,7,4,2025-09-27,1 year Probation
Kalahandi,2025-09,10,2,4,14,2,5,0,0,0,56,43,4,1,2025-09-02,"5 years RI + Rs. 10,000 fine"
Bhubaneswar,2025-10,45,15,17,99,45,26,0,0,0,280,226,30,12,2025-10-28,Acquitted
Ganjam,2025-10,32,13,14,59,20,23,0,0,0,195,141,27,6,2025-10-24,3 years Rigorous Imprisonment
Koraput,2025-10,18,6,12,16,3,4,0,0,0,89,79,3,2,2025-10-23,6 months RI
Sambalpur,2025-10,25,9,16,45,18,18,0,0,0,163,101,26,7,2025-10-02,3 years Rigorous Imprisonment
Puri,2025-10,23,5,13,31,13,17,0,0,0,113,94,11,3,2025-10-20,2 years RI + Rs. 5000 fine
Balasore,2025-10,38,10,23,45,17,16,0,0,0,136,92,22,1,2025-10-15,Fine of Rs. 5000
Rourkela,2025-10,38,16,19,71,31,17,0,0,0,214,161,8,4,2025-10-06,2 years RI + Rs. 5000 fine
Mayurbhanj,2025-10,17,4,12,18,4,7,0,0,0,71,43,9,1,2025-10-03,1 year Probation
Cuttack,2025-10,61,18,24,80,25,30,0,0,0,279,222,25,5,2025-10-21,"5 years RI + Rs. 10,000 fine"
Kalahandi,2025-10,9,1,7,21,8,6,0,0,0,60,39,8,2,2025-10-16,6 months RI
Bhubaneswar,2025-11,50,16,33,114,50,45,0,0,0,313,224,42,7,2025-11-04,3 years Rigorous Imprisonment
Ganjam,2025-11,26,11,14,50,20,29,0,0,0,177,142,15,1,2025-11-01,"5 years RI + Rs. 10,000 fine"
Koraput,2025-11,13,3,4,32,12,14,0,0,0,79,69,10,2,2025-11-14,3 years Rigorous Imprisonment
Sambalpur,2025-11,23,3,7,41,19,19,0,0,0,146,105,14,4,2025-11-11,"5 years RI + Rs. 10,000 fine"
Puri,2025-11,19,6,7,51,18,26,0,0,0,133,99,11,2,2025-11-08,Fine of Rs. 5000
Balasore,2025-11,35,13,22,31,12,15,0,0,0,130,103,14,4,2025-11-11,1 year Probation
Rourkela,2025-11,40,13,23,68,22,24,0,0,0,203,166,15,7,2025-11-15,1 year Probation
Mayurbhanj,2025-11,17,5,7,17,6,7,0,0,0,79,58,6,2,2025-11-22,6 months RI
Cuttack,2025-11,60,11,27,70,29,25,0,0,0,293,235,51,7,2025-11-19,6 months RI
Kalahandi,2025-11,15,4,11,16,9,7,0,0,0,44,37,5,2,2025-11-23,3 years Rigorous Imprisonment
